101840755	6535399	57696257	2019-08-28T18:46:05.973
101147621	2173773	57327606	2019-08-02T14:45:24.780
101623669	22437	57582092	2019-08-20T22:17:25.783
101234040	7633693	57373985	2019-08-06T11:14:07.520
100877656	3563910	57183448	2019-07-24T12:57:09.087
101150451	2208372	57327338	2019-08-02T16:20:39.243
101164827	8046982	57337999	2019-08-03T11:51:47.390
101119403	2844319	57116942	2019-08-01T16:52:16.353
100601423	574263	13475674	2019-07-15T09:14:47.703
101036866	7704577	57250500	2019-07-30T10:15:33.967
101271498	17034	57039802	2019-08-07T12:55:29.100
101140593	7715842	45110379	2019-08-02T11:10:40.330
100790979	11376221	56927916	2019-07-21T23:24:21.780
101456379	2773530	57493108	2019-08-14T10:56:37.217
101496174	1386054	57509962	2019-08-15T17:58:38.913
101079049	11841401	57219861	2019-07-31T13:50:57.243
101534985	11643741	57534995	2019-08-17T09:28:45.663
100790835	9393761	57137405	2019-07-21T23:08:04.060
100663654	2934910	57052248	2019-07-17T06:41:45.470
101175026	3429323	57343369	2019-08-04T03:01:13.933
100805491	419399	50174105	2019-07-22T11:39:37.723
101651558	1345768	57596669	2019-08-21T18:18:00.663
101145768	662947	56875424	2019-08-02T13:54:40.407
101689203	8853662	57617046	2019-08-22T21:19:21.970
101650173	17034	57592195	2019-08-21T17:22:39.757
101851622	8922580	57703819	2019-08-29T06:46:04.120
101877819	11933415	57717961	2019-08-29T21:49:24.577
101273459	7409220	57390826	2019-08-07T13:43:57.880
101357443	436275	57257647	2019-08-10T08:01:00.607
100759996	2043459	57120061	2019-07-20T00:39:29.687
101500834	3161575	57510724	2019-08-15T21:32:00.293
101425121	6757815	57476053	2019-08-13T11:18:24.413
101184126	807126	52955649	2019-08-04T16:19:01.123
100925431	4468021	57208873	2019-07-25T20:12:49.323
101743051	100283	57643344	2019-08-25T12:30:31.203
101763793	1534211	57656630	2019-08-26T11:34:25.733
101316620	2867318	57418549	2019-08-08T18:15:10.920
101282299	3021395	57387306	2019-08-07T18:31:53.470
101746047	302918	57647619	2019-08-25T16:09:02.500
100663472	11758217	57069751	2019-07-17T06:34:34.477
100592500	984421	57020768	2019-07-14T23:15:46.737
101007366	9987957	57253648	2019-07-29T12:26:17.413
101006148	3535736	57252560	2019-07-29T11:48:48.070
101526461	1769733	57527999	2019-08-16T19:37:55.180
100661073	283366	57065614	2019-07-17T04:21:47.903
101921125	7939871	57741033	2019-08-31T19:32:52.350
101290519	3929826	57404470	2019-08-08T02:56:54.080
101778938	11710058	57662873	2019-08-26T21:26:43.567
101113846	1889329	56586409	2019-08-01T14:02:15.197
101507510	11889591	57511719	2019-08-16T07:00:20.290
100926505	7014431	57209913	2019-07-25T21:01:38.047
100674098	7008044	57075283	2019-07-17T12:08:04.443
101139163	7108457	57308219	2019-08-02T10:20:52.997
100936356	11784880	57215460	2019-07-26T08:12:25.850
100903491	2548147	57197076	2019-07-25T08:27:31.867
100705862	5133585	57092050	2019-07-18T10:09:23.480
101172360	11877986	57341712	2019-08-03T20:53:54.107
101714739	11968151	57630136	2019-08-23T17:12:05.530
101758190	3999808	57654093	2019-08-26T08:20:15.683
101248464	2117774	57364151	2019-08-06T18:33:47.250
101026210	710954	57263423	2019-07-30T02:40:32.573
101575092	4026408	57556374	2019-08-19T12:26:02.157
101669208	9929015	57387364	2019-08-22T10:04:31.713
100800459	10498828	57142547	2019-07-22T09:11:58.757
100990145	11617872	57244071	2019-07-28T20:36:42.133
101587123	9409771	57562482	2019-08-19T19:18:14.387
101059351	2782405	57171539	2019-07-31T00:33:05.163
101537747	334972	57536519	2019-08-17T13:16:26.503
101011695	11232156	57255800	2019-07-29T14:36:47.603
101802273	7316365	57677577	2019-08-27T15:12:46.810
101907315	5929414	57733643	2019-08-30T22:14:51.837
101741652	5070879	57645255	2019-08-25T10:37:03.010
100720716	781938	52264907	2019-07-18T17:23:49.967
100718082	11803472	57097843	2019-07-18T15:52:17.693
101546429	805007	57504562	2019-08-18T02:06:44.550
101266700	4062197	57389246	2019-08-07T10:35:07.073
100897614	7918809	57194381	2019-07-25T04:46:27.123
101275182	407651	57382576	2019-08-07T14:29:40.823
101578796	3067148	57558361	2019-08-19T14:09:05.880
100616524	7085476	57042814	2019-07-15T17:12:27.520
101163717	7836497	57337323	2019-08-03T10:15:38.763
101001546	10295265	57250442	2019-07-29T09:23:40.197
101532286	1072088	57378011	2019-08-17T05:11:32.100
101392599	1955609	56752921	2019-08-12T10:37:32.397
101850488	8112541	57703617	2019-08-29T05:56:25.963
101599027	11950051	57568307	2019-08-20T08:05:31.320
101171192	4813058	57341471	2019-08-03T19:24:58.183
100989257	2620446	57243797	2019-07-28T19:29:48.050
100801418	9187669	57142977	2019-07-22T09:41:10.427
101239080	2226895	57376582	2019-08-06T13:35:12.963
100843207	2211479	57164232	2019-07-23T13:00:34.280
101357347	1097123	57439892	2019-08-10T07:52:31.930
100728703	8997460	57103455	2019-07-18T23:59:38.407
101921283	1271826	57741160	2019-08-31T19:45:10.937
101191379	11882306	57351644	2019-08-05T03:12:31.237
101673350	11867567	57589516	2019-08-22T12:09:24.903
100825807	3181933	57155228	2019-07-23T00:52:48.740
100987780	2117774	57240242	2019-07-28T17:53:55.930
101469828	364696	57499995	2019-08-14T18:28:52.680
101765592	5975404	57599016	2019-08-26T12:37:41.810
100791718	1008938	57137793	2019-07-22T00:44:39.963
100602404	266143	57036671	2019-07-15T09:48:29.030
101517216	5132337	57352518	2019-08-16T13:22:19.707
101552782	6525081	57544632	2019-08-18T12:51:57.150
